,ItemID,ItemName,CurrentValue,LastUpdated,LowValue,LowSeenDate,HighValue,HighSeenDate,Override,Taxed,Bottleneck,Mat1Qty,Mat1,Mat2Qty,Mat2,Mat3Qty,Mat3,Mat4Qty,Mat4,Mat5Qty,Mat5,Mat6Qty,Mat6,ProductionMultiplier,CritChance,CritProduct,Experience,ProductionTime,Source,MatGroup,Tag,Description
1591,16105,Lumbering Axe,,,,,,,,Yes,No,1,Ash Timber,3,Copper Ingot,,,,,,,,,1,,,,,Workshop,,,
1592,16106,Sharp Lumbering Axe,30000,2018/05/13,30000,,30000,,,Yes,No,1,Ash Timber,3,Bronze Ingot,1,Black Stone Powder,,,,,,,1,,,,,Workshop,,,
1593,16107,Steel Lumbering Axe,42548,2018/05/13,42548,,42548,,,Yes,No,1,Maple Timber,3,Steel,3,Black Stone Powder,,,,,,,1,,,,,Workshop,,,
1594,16108,Shining Steel Lumbering Axe,108000,2018/05/13,108000,,108000,,,Yes,No,1,Maple Timber,3,Steel,1,Pure Iron Crystal,5,Black Stone Powder,,,,,1,,,,,Workshop,,,
1595,16109,Fluid Collector,,,,,,,,Yes,No,1,Copper Ingot,,,,,,,,,,,1,,,,,Workshop,,,
1596,16110,Sharp Fluid Collector,25000,2018/05/13,25000,,25000,,,Yes,No,1,Bronze Ingot,1,Black Stone Powder,,,,,,,,,1,,,,,Workshop,,,
1597,16111,Sturdy Fluid Collector,44513,2018/05/13,44513,,44513,,,Yes,No,2,Steel,3,Black Stone Powder,,,,,,,,,1,,,,,Workshop,,,
1598,16112,Shining Fluid Collector,73000,2018/05/13,73000,,73000,,,Yes,No,2,Steel,1,Pure Iron Crystal,5,Black Stone Powder,,,,,,,1,,,,,Workshop,,,
1599,16113,Hoe,,,,,,,,Yes,No,1,Ash Timber,2,Copper Ingot,,,,,,,,,1,,,,,Workshop,,,
1600,16114,Bronze Hoe,30000,2018/05/13,30000,,30000,,,Yes,No,1,Ash Timber,2,Bronze Ingot,1,Black Stone Powder,,,,,,,1,,,,,Workshop,,,
1601,16115,Steel Hoe,44180,2018/05/13,44180,,44180,,,Yes,No,1,Maple Timber,2,Steel,3,Black Stone Powder,,,,,,,1,,,,,Workshop,,,
1602,16116,Shining Steel Hoe,60404,2018/05/13,60404,,60404,,,Yes,No,1,Maple Timber,2,Steel,1,Pure Iron Crystal,5,Black Stone Powder,,,,,1,,,,,Workshop,,,
1603,16117,Butcher Knife,,,,,,,,Yes,No,1,Ash Timber,1,Copper Ingot,2,Black Stone Powder,,,,,,,1,,,,,Workshop,,,
1604,16118,Sharp Butcher Knife,30000,2018/05/13,30000,,30000,,,Yes,No,1,Ash Timber,1,Bronze Ingot,1,Tough Hide,2,Black Stone Powder,,,,,1,,,,,Workshop,,,
1605,16119,Steel Butcher Knife,43252,2018/05/13,43252,,43252,,,Yes,No,1,Maple Timber,1,Steel,1,Hard Hide,4,Black Stone Powder,,,,,1,,,,,Workshop,,,
1606,16120,Shining Steel Butcher Knife,108000,2018/05/13,108000,,108000,,,Yes,No,1,Maple Timber,1,Steel,1,Pure Iron Crystal,1,Fine Hard Hide,4,Black Stone Powder,,,1,,,,,Workshop,,,
1607,16121,Tanning Knife,,,,,,,,Yes,No,1,Ash Timber,1,Copper Ingot,1,Black Stone Powder,,,,,,,1,,,,,Workshop,,,
1608,16122,Sharp Tanning Knife,30000,2018/05/13,30000,,30000,,,Yes,No,1,Ash Timber,1,Bronze Ingot,1,Tough Hide,1,Black Stone Powder,,,,,1,,,,,Workshop,,,
1609,16123,Steel Tanning Knife,35297,2018/05/13,35297,,35297,,,Yes,No,1,Maple Timber,1,Steel,1,Hard Hide,3,Black Stone Powder,,,,,1,,,,,Workshop,,,
1610,16124,Shining Steel Tanning Knife,47891,2018/05/13,47891,,47891,,,Yes,No,1,Maple Timber,1,Steel,1,Fine Hard Hide,5,Black Stone Powder,,,,,1,,,,,Workshop,,,
1611,16125,Pickaxe,,,,,,,,Yes,No,1,Ash Timber,4,Copper Ingot,,,,,,,,,1,,,,,Workshop,,,
1612,16126,Sharp Pickaxe,4581,2018/05/13,4581,,4581,,,Yes,No,1,Ash Timber,4,Bronze Ingot,1,Black Stone Powder,,,,,,,1,,,,,Workshop,,,
1613,16127,Steel Pickaxe,49824,2018/05/13,49824,,49824,,,Yes,No,1,Maple Timber,4,Steel,3,Black Stone Powder,,,,,,,1,,,,,Workshop,,,
1614,16128,Shining Steel Pickaxe,98181,2018/05/13,98181,,98181,,,Yes,No,1,Maple Timber,4,Steel,1,Pure Iron Crystal,5,Black Stone Powder,,,,,1,,,,,Workshop,,,
1615,16141,Fishing Rod,,,,,,,,Yes,No,1,Ash Timber,,,,,,,,,,,1,,,,,Workshop,,,
1616,16147,Thick Fishing Rod,9000,2018/05/13,9000,,9000,,,Yes,No,1,Ash Timber,1,Copper Ingot,3,Black Stone Powder,,,,,,,1,,,,,Workshop,,,
1617,16150,Old Fishing Rod,517,2018/05/13,517,,517,,,Yes,No,1,Log,,,,,,,,,,,1,,,,,Workshop,,,
1618,16151,Steel Fishing Rod,53950,2018/05/13,53950,,53950,,,Yes,No,1,Ash Timber,2,Steel,4,Black Stone Powder,,,,,,,1,,,,,Workshop,,,
1619,16152,Golden Fishing Rod,429998,2018/05/13,429998,,429998,,,Yes,No,1,Ash Timber,2,Steel,2,Gold Ingot,5,Black Stone Powder,,,,,1,,,,,Workshop,,,
1620,16154,Thin Harpoon,9000,2018/05/13,9000,,9000,,,Yes,No,1,Cedar Timber,4,Copper Ingot,1,Black Stone Powder,,,,,,,1,,,,,Workshop,,,
1621,16155,Thick Harpoon,138000,2018/05/13,138000,,138000,,,Yes,No,2,Cedar Timber,7,Iron Ingot,3,Black Stone Powder,,,,,,,1,,,,,Workshop,,,
1622,16157,[Hunting] Beginner Matchlock,72000,2018/05/13,72000,,72000,,,Yes,No,1,Fir Timber,4,Steel,1,Bronze Ingot,1,Black Stone Powder,,,,,1,,,,,Workshop,,,
1623,16158,[Hunting] Apprentice Matchlock,90000,2018/05/13,90000,,90000,,,Yes,No,1,Fir Timber,4,Steel,1,Brass Ingot,3,Black Stone Powder,,,,,1,,,,,Workshop,,,
1624,16159,[Hunting] Skilled Matchlock,138000,2018/05/13,138000,,138000,,,Yes,No,1,Fir Timber,5,Steel,1,Silver Ingot,5,Black Stone Powder,,,,,1,,,,,Workshop,,,
1625,16160,[Hunting] Professional Matchlock,270000,2018/05/13,270000,,270000,,,Yes,No,1,Fir Timber,5,Steel,1,Gold Ingot,5,Black Stone Powder,,,,,1,,,,,Workshop,,,
1626,16161,[Hunting] Artisan Matchlock,300000,2018/05/13,300000,,300000,,,Yes,No,1,Fir Timber,5,Steel,1,Platinum Ingot,10,Black Stone Powder,,,,,1,,,,,Workshop,,,
1627,16162,Balenos Fishing Rod,850000,2018/05/13,850000,,850000,,,Yes,No,1,Ash Timber,2,Steel,5,Pure Copper Crystal,9,Monk's Branch,15,Black Stone Powder,,,1,,,,,Workshop,,,
1628,16163,Epheria Fishing Rod,850000,2018/05/13,850000,,850000,,,Yes,No,1,Birch Timber,2,Steel,5,Pure Iron Crystal,9,Monk's Branch,15,Black Stone Powder,,,1,,,,,Workshop,,,
1629,16164,Calpheon Fishing Rod,850000,2018/05/13,850000,,850000,,,Yes,No,1,Fir Timber,2,Steel,5,Pure Lead Crystal,9,Monk's Branch,15,Black Stone Powder,,,1,,,,,Workshop,,,
1630,16165,Mediah Fishing Rod,850000,2018/05/13,850000,,850000,,,Yes,No,1,Cedar Timber,2,Steel,5,Pure Zinc Crystal,9,Monk's Branch,15,Black Stone Powder,,,1,,,,,Workshop,,,
1631,16167,Ash Tree Float,1800000,2018/05/13,1800000,,1800000,,,Yes,No,1,Ash Timber,3,Oil of Tranquility,2,Translucent Crystal,2,Pure Lead Crystal,,,,,1,,,,,Workshop,,,
1632,16168,Maple Float,1800000,2018/05/13,1800000,,1800000,,,Yes,No,1,Maple Timber,3,Oil of Tranquility,2,Red Crystal,2,Pure Lead Crystal,,,,,1,,,,,Workshop,,,
1633,24005,[Jukebox] Prayer of Time,1836912,2018/05/13,1836912,,1836912,,,Yes,No,3,Polished Opal,2,Pure Copper Crystal,7,Usable Scantling,5,Sturdy Birch Plywood,60,Black Stone Powder,,,1,,,,,Workshop,,,
1634,44084,Sticky Liquid,552,2018/05/13,552,,552,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
1635,44304,Wind Spirit Stone Fragment,,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
1636,44305,Earth Spirit Stone Fragment,,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
1637,44306,Water Spirit Stone Fragment,,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
1638,44350,Yona's Fragment,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Drop,,,
1639,49001,Ship License: Rowboat,300000,2018/05/13,300000,,300000,,,Yes,No,10,Usable Scantling,20,Ash Plywood,10,Lead Ingot,10,Ash Sap,10,Black Stone Powder,,,1,,,,,Workshop,,,
1640,49003,Ship License: Calpheon Rowboat,600000,2018/05/13,600000,,600000,,,Yes,No,10,Usable Scantling,20,Fir Plywood,10,Iron Ingot,10,Cedar Sap,15,Black Stone Powder,,,1,,,,,Workshop,,,
1641,49004,Ship License: Mediah Rowboat,600000,2018/05/13,600000,,600000,,,Yes,No,10,Usable Scantling,20,White Cedar Plywood,10,Brass Ingot,10,Acacia Sap,15,Black Stone Powder,,,1,,,,,Workshop,,,
1642,49005,Ship License: Raft,,,,,,,,Yes,No,25,Log,3,Black Stone Powder,,,,,,,,,1,,,,,Workshop,,,
1643,49006,Ship License: Fishing Boat,3000000,2018/05/13,3000000,,3000000,,,Yes,No,25,Usable Scantling,50,Birch Plywood,25,Bronze Ingot,30,Pine Sap,30,Black Stone Powder,16,Flax Fabric,1,,,,,Workshop,,,
1644,49007,Ship License: Valencia Rowboat,,,,,,,,Yes,No,10,Usable Scantling,20,Palm Plywood,10,Vanadium Ingot,10,Cactus Sap,20,Black Stone Powder,,,1,,,,,Workshop,,,
1645,49009,Ship License: Epheria Frigate,400000000,2018/05/13,400000000,,400000000,,,Yes,No,25,Design: Epheria Frigate,1000,Standardized Timber Square,800,Jade Coral Ingot,1600,Pine Coated Plywood,450,Enhanced Flax Fabric,,,1,,,,,Workshop,,,
1646,49011,Ship License: Epheria Sailboat,200000000,2018/05/13,200000000,,200000000,,,Yes,No,20,Design: Epheria Sailboat,800,Standardized Timber Square,600,Steel,1500,Pine Plywood,300,Flax Fabric,,,1,,,,,Workshop,,,
1647,49201,Rowboat Cargo Container,222399,2018/05/13,222399,,222399,,,Yes,No,3,Sturdy Ash Plywood,1,Iron Ingot,7,Black Stone Powder,,,,,,,1,,,,,Workshop,,,
1648,49202,Calpheon Rowboat Cargo Container,254399,2018/05/13,254399,,254399,,,Yes,No,3,Sturdy Fir Plywood,1,Bronze Ingot,7,Black Stone Powder,,,,,,,1,,,,,Workshop,,,
1649,49203,Altinova Rowboat Cargo Container,254399,2018/05/13,254399,,254399,,,Yes,No,3,Sturdy White Cedar Plywood,1,Brass Ingot,7,Black Stone Powder,,,,,,,1,,,,,Workshop,,,
1650,49204,Fishing Boat Cargo Container,559999,2018/05/13,559999,,559999,,,Yes,No,4,Sturdy Birch Plywood,2,Bronze Ingot,10,Black Stone Powder,,,,,,,1,,,,,Workshop,,,
1651,49206,Valencia Rowboat Cargo Container,270399,2018/05/13,270399,,270399,,,Yes,No,4,Sturdy Palm Plywood,1,Vanadium Ingot,15,Black Stone Powder,,,,,,,1,,,,,Workshop,,,
1652,49210,Kaia Fishing Boat Cargo Container,4499999,2018/05/13,4499999,,4499999,,,Yes,No,10,Sturdy Palm Plywood,4,Pure Zinc Crystal,6,Sturdy Timber Square,100,Black Stone Powder,,,,,1,,,,,Workshop,,,
1653,49211,Kaia Rowboat Cargo Container,3499999,2018/05/13,3499999,,3499999,,,Yes,No,6,Sturdy Fir Plywood,3,Pure Zinc Crystal,3,Sturdy Timber Square,50,Black Stone Powder,,,,,1,,,,,Workshop,,,
1654,49301,Rowboat Prow,225236,2018/05/13,225236,,225236,,,Yes,No,1,Sturdy Ash Plywood,6,Sinner's Blood,15,Black Stone Powder,,,,,,,1,,,,,Workshop,,,
1655,49302,Calpheon Rowboat Prow,251035,2018/05/13,251035,,251035,,,Yes,No,1,Sturdy Fir Plywood,1,Legendary Beast's Blood,15,Black Stone Powder,,,,,,,1,,,,,Workshop,,,
1656,49303,Altinova Rowboat Prow,251035,2018/05/13,251035,,251035,,,Yes,No,1,Sturdy White Cedar Plywood,1,Clown's Blood,15,Black Stone Powder,,,,,,,1,,,,,Workshop,,,
1657,49304,Fishing Boat Prow,279999,2018/05/13,279999,,279999,,,Yes,No,1,Sturdy Cedar Plywood,1,Sinner's Blood,20,Black Stone Powder,,,,,,,1,,,,,Workshop,,,
1658,49307,Valencia Rowboat Prow,351035,2018/05/13,351035,,351035,,,Yes,No,1,Sturdy Palm Plywood,1,Wise Man's Blood,3,Vanadium Ingot,20,Black Stone Powder,,,,,1,,,,,Workshop,,,
1659,49310,Kaia Fishing Boat Prow,6000000,2018/05/13,6000000,,6000000,,,Yes,No,5,Pure Titanium Crystal,12,Oil of Storms,4,Sturdy Timber Square,150,Black Stone Powder,,,,,1,,,,,Workshop,,,
1660,49311,Kaia Rowboat Prow,5000000,2018/05/13,5000000,,5000000,,,Yes,No,3,Pure Vanadium Crystal,8,Oil of Storms,2,Sturdy Timber Square,75,Black Stone Powder,,,,,1,,,,,Workshop,,,
1661,49401,Rowboat Decoration,240800,2018/05/13,240800,,240800,,,Yes,No,25,Lead Ingot,3,Pure Lead Crystal,10,Black Stone Powder,,,,,,,1,,,,,Workshop,,,
1662,49402,Calpheon Rowboat Decoration,278800,2018/05/13,278800,,278800,,,Yes,No,25,Tin Ingot,3,Pure Tin Crystal,10,Black Stone Powder,,,,,,,1,,,,,Workshop,,,
1663,49403,Altinova Rowboat Decoration,278800,2018/05/13,278800,,278800,,,Yes,No,25,Zinc Ingot,3,Pure Zinc Crystal,10,Black Stone Powder,,,,,,,1,,,,,Workshop,,,
1664,49404,Fishing Boat Decoration,440000,2018/05/13,440000,,440000,,,Yes,No,45,Iron Ingot,10,Pure Iron Crystal,15,Black Stone Powder,,,,,,,1,,,,,Workshop,,,
1665,49406,Valencia Rowboat Decoration,278800,2018/05/13,278800,,278800,,,Yes,No,25,Vanadium Ingot,3,Pure Vanadium Crystal,25,Black Stone Powder,,,,,,,1,,,,,Workshop,,,
1666,49410,Kaia Fishing Boat Decoration,6000000,2018/05/13,6000000,,6000000,,,Yes,No,50,Lead Ingot,4,Golden Pearl,4,Sturdy Timber Square,200,Black Stone Powder,,,,,1,,,,,Workshop,,,
1667,49411,Kaia Rowboat Decoration,5000000,2018/05/13,5000000,,5000000,,,Yes,No,30,Lead Ingot,2,Golden Pearl,2,Sturdy Timber Square,100,Black Stone Powder,,,,,1,,,,,Workshop,,,
1668,49713,Epheria Sailboat: Dragon Prow,24000000,2018/05/13,24000000,,24000000,,,Yes,No,5,Design: Epheria Sailboat,50,Black Gold Ingot,2,Golden Pearl,10,Pure Lead Crystal,100,Trace of Chaos,,,1,,,,,Workshop,,,
1669,49714,Epheria Sailboat: Enhanced Black Plating,35000000,2018/05/13,35000000,,35000000,,,Yes,No,5,Design: Epheria Sailboat,2,Hard Pillar,100,Glue,1500,Palm Plywood,100,Trace of Death,,,1,,,,,Workshop,,,
1670,49715,Epheria Sailboat: Elena Cannon,30000000,2018/05/13,30000000,,30000000,,,Yes,No,5,Design: Epheria Sailboat,100,Margoria Dark Iron,10,Pure Iron Crystal,30,Sturdy Ash Plywood,100,Trace of Battle,,,1,,,,,Workshop,,,
1671,49716,Epheria Sailboat: Black Breeze Sail,30000000,2018/05/13,30000000,,30000000,,,Yes,No,5,Design: Epheria Sailboat,300,Tough Flax Fabric,80,Glue,10,Blue Whale Tendon,100,Trace of Ascension,,,1,,,,,Workshop,,,
1672,49722,Epheria Frigate: Dragon Prow,36000000,2018/05/13,36000000,,36000000,,,Yes,No,5,Design: Epheria Frigate,75,Black Gold Ingot,2,Golden Pearl,15,Pure Lead Crystal,150,Trace of Chaos,,,1,,,,,Workshop,,,
1673,49723,Epheria Frigate: Enhanced Black Plating,52500000,2018/05/13,52500000,,52500000,,,Yes,No,5,Design: Epheria Frigate,2,Hard Pillar,150,Glue,2250,Palm Plywood,150,Trace of Death,,,1,,,,,Workshop,,,
1674,49724,Epheria Frigate: Zafina Cannon,45000000,2018/05/13,45000000,,45000000,,,Yes,No,5,Design: Epheria Frigate,150,Margoria Dark Iron,15,Pure Iron Crystal,45,Sturdy Ash Plywood,150,Trace of Battle,,,1,,,,,Workshop,,,
1675,49725,Epheria Frigate: Black Breeze Sail,45000000,2018/05/13,45000000,,45000000,,,Yes,No,5,Design: Epheria Frigate,450,Tough Flax Fabric,120,Glue,15,Blue Whale Tendon,150,Trace of Ascension,,,1,,,,,Workshop,,,
1676,49804,Sealed Old Moon Camping Anvil,2500000,2018/06/13,2500000,,2500000,,,Yes,No,10,Old Moon Anticorrosive,20,Steel,2,Pure Vanadium Crystal,2,Polished Stone,1,Golden Pearl,,,1,,,,20,Processing - Manufacture,,,
1677,50807,Pure Forest Breath,500000,2018/05/13,500000,,500000,,,Yes,No,,,,,,,,,,,,,1,,,,,Workshop,,,
1678,51001,Wagon Registration: Shabby Wagon,94499,2018/05/13,94499,,94499,,,Yes,No,1,Wagon Horse,3,Ash Plywood,3,Bronze Ingot,5,Fox Hide,5,Black Stone Powder,,,1,,,,,Workshop,,,
1679,51002,Wagon Registration: Strong Wagon,450000,2018/05/13,450000,,450000,,,Yes,No,1,Wagon Horse,5,Maple Plywood,5,Iron Ingot,5,Tough Hide,15,Black Stone Powder,,,1,,,,,Workshop,,,
1680,51003,Wagon Registration: White Wagon,1803066,2018/05/13,1803066,,1803066,,,Yes,No,1,Wagon Horse,5,White Cedar Plywood,5,Brass Ingot,5,Fine Soft Hide,20,Black Stone Powder,,,1,,,,,Workshop,,,
1681,51004,Wagon Registration: Farm Wagon,210000,2018/05/13,210000,,210000,,,Yes,No,2,Wagon Horse,8,Maple Plywood,8,Iron Ingot,10,Fox Hide,10,Black Stone Powder,,,1,,,,,Workshop,,,
1682,51005,Wagon Registration: Trade Wagon,1484000,2018/05/13,1484000,,1484000,,,Yes,No,2,Wagon Horse,8,Cedar Plywood,8,Brass Ingot,10,Soft Hide,20,Black Stone Powder,,,1,,,,,Workshop,,,
1683,51007,Wagon Registration: Merchant Wagon,2000000,2018/05/13,2000000,,2000000,,,Yes,No,4,Wagon Horse,12,Acacia Plywood,12,Brass Ingot,15,Soft Hide,25,Black Stone Powder,,,1,,,,,Workshop,,,
1684,51008,Wagon Registration: Noble Wagon,3000000,2018/05/13,3000000,,3000000,,,Yes,No,4,Wagon Horse,12,Sturdy Pine Plywood,12,Brass Ingot,15,Fine Soft Hide,30,Black Stone Powder,,,1,,,,,Workshop,,,
1685,51009,Wagon Registration: Flimsy Wagon,,,,,,,,Yes,No,1,Wagon Horse,3,Ash Plywood,3,Bronze Ingot,5,Fox Hide,3,Black Stone Powder,,,1,,,,,Workshop,,,
1686,51013,Wagon Registration: Forest Path Wagon,200000000,2018/05/13,200000000,,200000000,,,Yes,No,4,First-grade Wagon Horse,15,Sturdy Loopy Tree Plywood,15,Noc Ingot,15,Soft Hide,4,Indigo Lapis Lazuli,4000,Piece of Image,1,,,,,Workshop,,,
1687,52502,Light Red Plumed Champron,430800,2018/05/13,430800,,430800,,,Yes,No,2,Iron Ingot,7,Fine Lightweight Plume,1,Oil of Fortitude,10,Black Stone Powder,,,,,1,,,,,Workshop,,,
1688,52503,Steel Combat Champron,514200,2018/05/13,514200,,514200,,,Yes,No,3,Steel,10,Powder of Crevice,2,Oil of Fortitude,15,Black Stone Powder,,,,,1,,,,,Workshop,,,
1689,52506,Granverre Feather Champron,10671600,2018/05/13,10671600,,10671600,,,Yes,No,10,Supreme Lightweight Plume,10,Supreme Hard Hide,5,Golden Pearl,10,Pure Forest Breath,,,,,1,,,,,Workshop,,,
1690,52602,Light Hide Barding,501982,2018/05/13,501982,,501982,,,Yes,No,7,Iron Ingot,10,Fine Tough Hide,10,Black Stone Powder,,,,,,,1,,,,,Workshop,,,
1691,52603,Steel Combat Barding,289191,2018/05/13,289191,,289191,,,Yes,No,12,Steel,10,Fine Hard Hide,15,Black Stone Powder,,,,,,,1,,,,,Workshop,,,
1692,52606,Granverre Leather Barding,9894545,2018/05/13,9894545,,9894545,,,Yes,No,15,Supreme Hard Hide,15,Supreme Soft Hide,15,Pure Iron Crystal,10,Pure Forest Breath,,,,,1,,,,,Workshop,,,
1693,52702,Light Hide Saddle,302187,2018/05/13,302187,,302187,,,Yes,No,3,Brass Ingot,3,Soft Hide,5,Fine Tough Hide,7,Black Stone Powder,,,,,1,,,,,Workshop,,,
1694,52703,Leather Combat Saddle,400000,2018/05/13,400000,,400000,,,Yes,No,3,Brass Ingot,3,Soft Hide,5,Fine Hard Hide,10,Black Stone Powder,,,,,1,,,,,Workshop,,,
1695,52706,Granverre Leather Saddle,9471636,2018/05/13,9471636,,9471636,,,Yes,No,10,Supreme Soft Hide,10,Supreme Thin Hide,5,Golden Pearl,10,Pure Forest Breath,,,,,1,,,,,Workshop,,,
1696,52802,Light Hide Stirrups,245000,2018/05/13,245000,,245000,,,Yes,No,2,Steel,2,Fine Tough Hide,5,Black Stone Powder,,,,,,,1,,,,,Workshop,,,
1697,52803,Leather Combat Stirrups,250000,2018/05/13,250000,,250000,,,Yes,No,2,Steel,2,Fine Hard Hide,7,Black Stone Powder,,,,,,,1,,,,,Workshop,,,
1698,52806,Granverre Leather Stirrups,7624909,2018/05/13,7624909,,7624909,,,Yes,No,10,Supreme Tough Hide,10,Pure Vanadium Crystal,100,Glue,10,Pure Forest Breath,,,,,1,,,,,Workshop,,,
1699,52902,Light Iron Horseshoe,399000,2018/05/13,399000,,399000,,,Yes,No,2,Iron Ingot,20,Powder of Earth,5,Black Stone Powder,,,,,,,1,,,,,Workshop,,,
1700,52903,Steel Combat Horseshoe,191999,2018/05/13,191999,,191999,,,Yes,No,3,Steel,20,Powder of Crevice,7,Black Stone Powder,,,,,,,1,,,,,Workshop,,,
1701,52906,Granverre Metal Horseshoe,7191636,2018/05/13,7191636,,7191636,,,Yes,No,10,Pure Titanium Crystal,125,Alluvial Gold,125,Glue,10,Pure Forest Breath,,,,,1,,,,,Workshop,,,
1702,53401,Shabby Wagon Wheel,138000,2018/05/13,138000,,138000,,,Yes,No,12,Ash Timber,10,Iron Ingot,5,Black Stone Powder,,,,,,,1,,,,,Workshop,,,
1703,53402,Strong Wagon Wheel,284120,2018/05/13,284120,,284120,,,Yes,No,12,Maple Timber,10,Iron Ingot,15,Black Stone Powder,,,,,,,1,,,,,Workshop,,,
1704,53403,White Wagon Wheel,239180,2018/05/13,239180,,239180,,,Yes,No,15,White Cedar Timber,10,Iron Ingot,20,Black Stone Powder,,,,,,,1,,,,,Workshop,,,
1705,53404,Farm Wagon Wheel,327225,2018/05/13,327225,,327225,,,Yes,No,17,Maple Timber,25,Iron Ingot,10,Black Stone Powder,,,,,,,1,,,,,Workshop,,,
1706,53405,Trade Wagon Wheel,468360,2018/05/13,468360,,468360,,,Yes,No,17,Cedar Timber,25,Iron Ingot,20,Black Stone Powder,,,,,,,1,,,,,Workshop,,,
1707,53406,Merchant Wagon Wheel,552480,2018/05/13,552480,,552480,,,Yes,No,17,Acacia Timber,30,Iron Ingot,25,Black Stone Powder,,,,,,,1,,,,,Workshop,,,
1708,53407,Noble Wagon Wheel,645397,2018/05/13,645397,,645397,,,Yes,No,17,Pine Timber,50,Steel,30,Black Stone Powder,,,,,,,1,,,,,Workshop,,,
1709,53411,Forest Path Wagon Wheel,27300000,2018/05/13,27300000,,27300000,,,Yes,No,30,Loopy Tree Timber,60,Steel,1000,Piece of Image,,,,,,,1,,,,,Workshop,,,
1710,53501,Shabby Wagon Cover,290483,2018/05/13,290483,,290483,,,Yes,No,3,Ash Plywood,3,Bronze Ingot,8,Flax Thread,14,Black Stone Powder,,,,,1,,,,,Workshop,,,
1711,53502,Strong Wagon Cover,275820,2018/05/13,275820,,275820,,,Yes,No,3,Maple Plywood,5,Iron Ingot,3,Flax Fabric,14,Black Stone Powder,,,,,1,,,,,Workshop,,,
1712,53503,White Wagon Cover,327940,2018/05/13,327940,,327940,,,Yes,No,3,White Cedar Plywood,5,Brass Ingot,5,Flax Fabric,14,Black Stone Powder,,,,,1,,,,,Workshop,,,
1713,53504,Farm Wagon Cover,417180,2018/05/13,417180,,417180,,,Yes,No,4,Maple Plywood,8,Iron Ingot,9,Flax Fabric,22,Black Stone Powder,,,,,1,,,,,Workshop,,,
1714,53505,Trade Wagon Cover,427980,2018/05/13,427980,,427980,,,Yes,No,8,Cedar Plywood,8,Bronze Ingot,3,Iron Ingot,22,Black Stone Powder,,,,,1,,,,,Workshop,,,
1715,53506,Merchant Wagon Cover,528300,2018/05/13,528300,,528300,,,Yes,No,8,Acacia Plywood,12,Brass Ingot,3,Iron Ingot,22,Black Stone Powder,,,,,1,,,,,Workshop,,,
1716,53507,Noble Wagon Cover,505560,2018/05/13,505560,,505560,,,Yes,No,8,Pine Plywood,12,Brass Ingot,5,Iron Ingot,22,Black Stone Powder,,,,,1,,,,,Workshop,,,
1717,53511,Forest Path Wagon Cover,28050000,2018/05/13,28050000,,28050000,,,Yes,No,15,Loopy Tree Plywood,15,Noc Ingot,8,Iron Ingot,1000,Piece of Image,,,,,1,,,,,Workshop,,,
1718,53601,Shabby Wagon Flag,223380,2018/05/13,223380,,223380,,,Yes,No,1,Ash Timber,5,Flax Fabric,1,Legendary Beast's Blood,5,Black Stone Powder,,,,,1,,,,,Workshop,,,
1719,53602,Strong Wagon Flag,216660,2018/05/13,216660,,216660,,,Yes,No,1,Maple Timber,5,Flax Fabric,1,Legendary Beast's Blood,5,Black Stone Powder,,,,,1,,,,,Workshop,,,
1720,53603,White Wagon Flag,230880,2018/05/13,230880,,230880,,,Yes,No,1,Cedar Timber,5,Flax Fabric,2,Legendary Beast's Blood,5,Black Stone Powder,,,,,1,,,,,Workshop,,,
1721,53604,Farm Wagon Flag,201419,2018/05/13,201419,,201419,,,Yes,No,1,Maple Timber,5,Flax Fabric,1,Legendary Beast's Blood,7,Black Stone Powder,,,,,1,,,,,Workshop,,,
1722,53605,Trade Wagon Flag,233460,2018/05/13,233460,,233460,,,Yes,No,1,Cedar Timber,5,Flax Fabric,2,Legendary Beast's Blood,7,Black Stone Powder,,,,,1,,,,,Workshop,,,
1723,53606,Merchant Wagon Flag,304780,2018/05/13,304780,,304780,,,Yes,No,1,Acacia Timber,9,Flax Fabric,3,Legendary Beast's Blood,7,Black Stone Powder,,,,,1,,,,,Workshop,,,
1724,53607,Noble Wagon Flag,306460,2018/05/13,306460,,306460,,,Yes,No,1,Pine Plywood,9,Flax Fabric,3,Legendary Beast's Blood,7,Black Stone Powder,,,,,1,,,,,Workshop,,,
1725,53609,Forest Path Wagon Flag,26850000,2018/05/13,26850000,,26850000,,,Yes,No,1,Loopy Tree Timber,9,Flax Fabric,4,Legendary Beast's Blood,1000,Piece of Image,,,,,1,,,,,Workshop,,,
1726,53701,Shabby Wagon Badge,519720,2018/05/13,519720,,519720,,,Yes,No,3,Pure Copper Crystal,2,Flax Fabric,8,Black Stone Powder,,,,,,,1,,,,,Workshop,,,
1727,53702,Strong Wagon Badge,470620,2018/05/13,470620,,470620,,,Yes,No,3,Pure Iron Crystal,2,Flax Fabric,8,Black Stone Powder,,,,,,,1,,,,,Workshop,,,
